Team,Player,Position,Matchs,On start %,Goals / Goals Received,Assistances,Total Points,Points Average,Last 5 matchs points,J10,J11,J12,J13,J14,Avg ultimas 5 J,Value
Club Atlético de Madrid,Luis Suárez,DL,13,71,7,1,81,5.8,"['1', '0', '10', '2', '1']",1,0,10,2,1,2.8,17.550.000
Club Atlético de Madrid,Correa,DL,13,64,3,3,78,5.6,"['2', '8', '7', '3', '10']",2,8,7,3,10,6.0,9.720.000
Club Atlético de Madrid,Griezmann,DL,13,93,2,0,76,5.4,"['10', '10', '7', '3', '15']",10,10,7,3,15,9.0,16.080.000
Club Atlético de Madrid,Matheus Cunha,DL,9,0,1,0,46,4.6,"['9', '5', '-', '4', '14']",9,5,0,4,14,6.4,3.070.000
Club Atlético de Madrid,João Félix,DL,7,21,1,1,32,4.6,"['6', '9', '2', '-', '-']",6,9,2,0,0,3.4,8.880.000
Club Atlético de Madrid,Saponjic,DL,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,270.000
CA Osasuna,Sergio Herrera,PT,13,93,15,0,57,4.4,"['8', '-', '1', '1', '-']",8,0,1,1,0,2.0,3.900.000
CA Osasuna,Juan Pérez,PT,1,7,2,0,-2,-2,"['-', '-2', '-', '-', '-']",0,-2,0,0,0,-0.4,340.000
CA Osasuna,David García Zub.,DF,14,100,2,0,81,5.8,"['7', '3', '6', '6', '-']",7,3,6,6,0,4.4,4.930.000
CA Osasuna,Nacho Vidal,DF,13,86,0,0,54,4.2,"['7', '-', '3', '2', '-']",7,0,3,2,0,2.4,2.600.000
CA Osasuna,Unai García,DF,9,57,0,0,35,3.9,"['5', '4', '0', '6', '-']",5,4,0,6,0,3.0,1.280.000
CA Osasuna,José Ángel Cote,DF,8,21,1,1,29,3.6,"['-', '2', '2', '-', '-']",0,2,2,0,0,0.8,1.360.000
CA Osasuna,Aridane Hernández,DF,6,43,0,0,15,2.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,2.070.000
CA Osasuna,Juan Cruz,DF,4,21,0,0,12,3,"['4', '-', '-', '4', '-']",4,0,0,4,0,1.6,430.000
CA Osasuna,Jesús Areso,DF,2,14,0,0,0,0,"['-', '0', '-', '-', '-']",0,0,0,0,0,0.0,270.000
CA Osasuna,Ramalho,DF,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240.000
CA Osasuna,Lucas Torró,MD,12,86,1,0,64,5.3,"['2', '-', '4', '4', '-']",2,0,4,4,0,2.0,4.210.000
CA Osasuna,Rubén García,MD,13,79,0,1,60,4.6,"['2', '4', '6', '-', '-']",2,4,6,0,0,2.4,7.130.000
CA Osasuna,Roberto Torres,MD,10,36,2,2,53,5.3,"['-', '6', '2', '-', '-']",0,6,2,0,0,1.6,5.510.000
CA Osasuna,Jon Moncayola,MD,13,79,1,1,52,4,"['2', '2', '2', '5', '-']",2,2,2,5,0,2.2,4.020.000
CA Osasuna,Brasanac,MD,14,93,0,1,42,3,"['2', '3', '2', '4', '-']",2,3,2,4,0,2.2,2.110.000
CA Osasuna,Javi Martínez Calvo,MD,9,21,1,0,33,3.7,"['5', '-', '-', '-', '-']",5,0,0,0,0,1.0,1.390.000
CA Osasuna,Oier,MD,11,29,0,0,15,1.4,"['-', '2', '-', '2', '-']",0,2,0,2,0,0.8,660.000
CA Osasuna,Iñigo Pérez,MD,5,14,1,0,13,2.6,"['-', '2', '-', '1', '-']",0,2,0,1,0,0.6,490.000
CA Osasuna,Kike Barja,MD,14,21,2,0,12,4,"['-', '-', '5', '-', '-']",0,0,5,0,0,1.0,1.950.000
CA Osasuna,Kike García,DL,14,79,2,0,52,3.7,"['2', '4', '2', '2', '-']",2,4,2,2,0,2.0,5.280.000
CA Osasuna,Robert Ibáñez,MD,4,7,0,0,11,2.8,"['-', '3', '-', '-', '-']",0,3,0,0,0,0.6,360.000
CA Osasuna,Ontiveros,MD,3,0,0,0,3,1,"['-', '4', '-', '-', '-']",0,4,0,0,0,0.8,850.000
CA Osasuna,Jaume Grau,MD,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230.000
CA Osasuna,Barbero,DL,6,0,0,0,4,1.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,270.000
CA Osasuna,Ezequiel Ávila,DL,14,36,2,0,52,3.7,"['4', '2', '3', '3', '-']",4,2,3,3,0,2.4,7.270.000
CA Osasuna,Budimir,DL,5,7,0,0,12,2.4,"['-', '3', '2', '3', '-']",0,3,2,3,0,1.6,3.900.000
RCD Espanyol de Barcelona,Diego López,PT,14,100,13,0,102,6.8,"['8', '6', '11', '7', '11']",8,6,11,7,11,8.6,4.350.000
RCD Espanyol de Barcelona,Oier Olazábal,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,290.000
RCD Espanyol de Barcelona,Leandro Cabrera,DF,14,100,1,0,71,4.7,"['7', '4', '5', '1', '5']",7,4,5,1,5,4.4,4.510.000
RCD Espanyol de Barcelona,Sergi Gómez,DF,13,93,1,0,66,4.7,"['5', '13', '7', '9', '4']",5,13,7,9,4,7.6,3.860.000
RCD Espanyol de Barcelona,Adrià Pedrosa,DF,13,93,1,1,61,4.4,"['2', '2', '15', '2', '4']",2,2,15,2,4,5.0,3.150.000
RCD Espanyol de Barcelona,Aleix Vidal,DF,10,60,2,0,44,4,"['-2', '0', '8', '4', '1']",-2,0,8,4,1,2.2,3.160.000
RCD Espanyol de Barcelona,Óscar Gil,DF,9,60,0,0,22,2.4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,880.000
RCD Espanyol de Barcelona,Dídac Vilà,DF,3,7,0,0,8,2.7,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,470.000
RCD Espanyol de Barcelona,Calero,DF,1,7,0,0,4,4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,500.000
RCD Espanyol de Barcelona,Lluís Recasens,DF,1,0,0,0,4,4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210.000
RCD Espanyol de Barcelona,Miguelón,DF,0,0,0,0,2,2,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,340.000
RCD Espanyol de Barcelona,Embarba,MD,14,100,0,2,62,4.1,"['3', '5', '2', '2', '1']",3,5,2,2,1,2.6,8.030.000
RCD Espanyol de Barcelona,Sergi Darder,MD,13,93,0,2,60,4.3,"['3', '2', '12', '2', '4']",3,2,12,2,4,4.6,4.070.000
RCD Espanyol de Barcelona,Morlanes,MD,12,33,1,0,51,3.9,"['5', '2', '5', '7', '2']",5,2,5,7,2,4.2,2.190.000
RCD Espanyol de Barcelona,David López,MD,10,40,0,0,33,3.3,"['-', '-', '4', '2', '-']",0,0,4,2,0,1.2,1.550.000
RCD Espanyol de Barcelona,Melendo,MD,8,47,0,0,28,3.5,"['-', '2', '2', '-', '5']",0,2,2,0,5,1.8,1.020.000
RCD Espanyol de Barcelona,Keidi Bare,MD,9,33,0,1,30,3,"['2', '3', '-', '-', '-']",2,3,0,0,0,1.0,1.050.000
RCD Espanyol de Barcelona,Fran Mérida,MD,4,13,0,0,11,2.8,"['3', '2', '2', '2', '5']",3,2,2,2,5,2.8,450.000
RCD Espanyol de Barcelona,Yangel Herrera,MD,5,20,0,0,23,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,2.960.000
RCD Espanyol de Barcelona,Vadillo,MD,3,0,0,0,6,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,340.000
RCD Espanyol de Barcelona,Gori,MD,1,0,0,0,3,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,270.000
RCD Espanyol de Barcelona,Raúl de Tomás,DL,13,93,7,2,94,6.7,"['5', '-', '6', '6', '5']",5,0,6,6,5,4.4,19.810.000
RCD Espanyol de Barcelona,Dimata,DL,12,20,0,0,24,2,"['-', '2', '3', '4', '2']",0,2,3,4,2,2.2,1.810.000
RCD Espanyol de Barcelona,Wu Lei,DL,11,20,0,0,25,2.1,"['2', '2', '2', '1', '-']",2,2,2,1,0,1.4,950.000
FC Barcelona,Ter Stegen,PT,12,86,13,0,39,3.3,"['3', '1', '-3', '8', '2']",3,1,-3,8,2,2.2,4.070.000
FC Barcelona,Neto,PT,2,14,3,0,6,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,470.000
FC Barcelona,Sergiño Dest,DF,11,71,0,3,61,5.5,"['6', '7', '6', '8', '6']",6,7,6,8,6,6.6,4.650.000
FC Barcelona,Jordi Alba,DF,10,71,0,4,61,6.1,"['6', '6', '-', '-', '-']",6,6,0,0,0,2.4,7.610.000
FC Barcelona,Piqué,DF,12,79,1,0,51,4.3,"['4', '2', '-', '4', '4']",4,2,0,4,4,2.8,5.250.000
FC Barcelona,Mingueza,DF,11,50,0,0,40,3.6,"['-', '-', '1', '2', '7']",0,0,1,2,7,2.0,2.650.000
FC Barcelona,Ronald Araujo,DF,10,36,1,0,43,4.3,"['-', '4', '2', '2', '2']",0,4,2,2,2,2.0,4.770.000
FC Barcelona,Eric García,DF,11,79,0,0,34,3.1,"['5', '4', '2', '5', '1']",5,4,2,5,1,3.4,3.350.000
FC Barcelona,Lenglet,DF,6,14,0,0,14,2.3,"['-', '2', '4', '-', '-']",0,2,4,0,0,1.2,1.370.000
FC Barcelona,Umtiti,DF,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,470.000
FC Barcelona,Sergio Busquets,MD,14,100,1,0,79,5.6,"['9', '7', '12', '7', '4']",9,7,12,7,4,7.8,8.390.000
FC Barcelona,De Jong,MD,11,79,1,2,71,6.5,"['-', '-', '8', '6', '13']",0,0,8,6,13,5.4,13.210.000
FC Barcelona,Sergi Roberto,MD,9,29,2,1,41,4.6,"['5', '6', '6', '4', '4']",5,6,6,4,4,5.0,3.400.000
FC Barcelona,Gavi,MD,12,64,0,1,38,3.5,"['5', '-', '-', '-', '-']",5,0,0,0,0,1.0,8.860.000
FC Barcelona,Coutinho,MD,10,29,2,0,42,4.2,"['1', '5', '2', '6', '4']",1,5,2,6,4,3.6,3.800.000
FC Barcelona,Pedri,MD,2,14,0,0,6,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,8.560.000
FC Barcelona,Depay,DL,14,100,8,2,126,9,"['6', '12', '9', '12', '8']",6,12,9,12,8,9.4,21.770.000
FC Barcelona,Ansu Fati,DL,5,21,3,0,42,8.4,"['-', '-', '10', '-', '-']",0,0,10,0,0,2.0,16.220.000
FC Barcelona,Braithwaite,DL,3,21,2,1,22,7.3,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,3.190.000
FC Barcelona,Luuk de Jong,DL,6,14,1,0,23,3.8,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,4.290.000
FC Barcelona,Demir,DL,6,14,0,0,13,2.2,"['-', '2', '4', '5', '5']",0,2,4,5,5,3.2,1.810.000
FC Barcelona,Agüero,DL,4,14,1,0,13,3.3,"['2', '2', '-', '-', '-']",2,2,0,0,0,0.8,9.720.000
FC Barcelona,Abde Ezzalzouli,DL,4,7,0,0,16,4,"['2', '-', '-', '1', '-']",2,0,0,1,0,0.6,1.260.000
FC Barcelona,Ilias Akhomach,DL,1,7,0,0,4,4,"['-', '-', '-', '4', '-']",0,0,0,4,0,0.8,670.000
FC Barcelona,Dembélé,DL,1,0,0,0,2,2,"['-', '-', '-', '-', '2']",0,0,0,0,2,0.4,8.970.000
Getafe CF,David Soria,PT,15,100,19,0,57,3.8,"['3', '4', '4', '9', '7']",3,4,4,9,7,5.4,2.710.000
Getafe CF,Rubén Yáñez,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,240.000
Getafe CF,Diego Conde,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,180.000
Getafe CF,Damián Suárez,DF,13,73,0,1,73,5.6,"['5', '7', '-', '11', '7']",5,7,0,11,7,6.0,3.610.000
Getafe CF,Jorge Cuenca,DF,12,73,1,0,55,4.6,"['4', '3', '4', '16', '5']",4,3,4,16,5,6.4,1.400.000
Getafe CF,Mathías Olivera,DF,13,87,1,0,51,3.9,"['-', '-', '2', '13', '5']",0,0,2,13,5,4.0,1.600.000
Getafe CF,Mitrovic,DF,11,67,0,0,37,3.4,"['6', '4', '4', '4', '6']",6,4,4,4,6,4.8,1.320.000
Getafe CF,Djené,DF,14,93,0,0,32,2.3,"['-', '4', '5', '6', '4']",0,4,5,6,4,3.8,1.760.000
Getafe CF,Jonathan Silva,DF,7,0,0,0,10,1.4,"['0', '3', '-', '-', '-']",0,3,0,0,0,0.6,770.000
Getafe CF,Cabaco,DF,4,13,0,1,7,1.8,"['6', '-', '-', '3', '-']",6,0,0,3,0,1.8,390.000
Getafe CF,Chema,DF,1,7,0,0,1,1,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,250.000
Getafe CF,Maksimovic,MD,15,100,0,1,62,4.1,"['2', '2', '2', '5', '6']",2,2,2,5,6,3.4,3.840.000
Getafe CF,Mauro Arambarri,MD,12,80,0,2,51,4.3,"['1', '4', '2', '13', '2']",1,4,2,13,2,4.4,3.830.000
Getafe CF,Aleñá,MD,14,93,0,2,38,2.7,"['4', '7', '0', '4', '3']",4,7,0,4,3,3.6,2.520.000
Getafe CF,Florentino Luís,MD,10,33,0,1,35,3.5,"['2', '3', '-', '5', '4']",2,3,0,5,4,2.8,1.930.000
Getafe CF,Timor,MD,7,20,0,0,13,1.9,"['2', '-', '-', '-', '-']",2,0,0,0,0,0.4,460.000
Getafe CF,Vitolo,MD,6,7,0,0,12,2,"['-', '-', '1', '2', '-']",0,0,1,2,0,0.6,1.880.000
Getafe CF,Jankto,MD,4,20,0,0,10,2.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,980.000
Getafe CF,Nyom,MD,4,20,0,0,10,2.5,"['2', '3', '3', '-', '-']",2,3,3,0,0,1.6,620.000
Getafe CF,Enes Ünal,DL,15,73,4,0,67,4.5,"['10', '16', '2', '10', '4']",10,16,2,10,4,8.4,5.380.000
Getafe CF,Jaime Mata,DL,13,20,1,0,37,2.8,"['-', '-', '-', '2', '2']",0,0,0,2,2,0.8,2.160.000
Getafe CF,Sandro Ramírez,DL,10,53,2,0,37,3.7,"['1', '4', '2', '10', '1']",1,4,2,10,1,3.6,4.220.000
Getafe CF,Darío Poveda,DL,11,20,0,0,23,2.1,"['2', '3', '1', '3', '-']",2,3,1,3,0,1.8,720.000
Getafe CF,José Macías,DL,7,13,0,0,16,2.3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1.350.000
Granada CF,Luís Maximiano,PT,11,79,16,0,66,6,"['4', '8', '4', '1', '2']",4,8,4,1,2,3.8,4.900.000
Granada CF,Aarón Escandell,PT,4,21,6,0,12,3,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,990.000
Granada CF,João Costa,PT,--,0,--,--,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210.000
Granada CF,Ángel Jiménez,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,210.000
Granada CF,Germán Sánchez,DF,12,71,2,0,49,4.1,"['-', '12', '4', '0', '2']",0,12,4,0,2,3.6,2.460.000
Granada CF,Carlos Neva,DF,13,79,0,0,45,3.5,"['-', '5', '4', '2', '3']",0,5,4,2,3,2.8,1.930.000
Granada CF,Víctor Díaz,DF,9,50,0,0,30,3.3,"['3', '7', '2', '3', '-']",3,7,2,3,0,3.0,850.000
Granada CF,Domingos Duarte,DF,7,50,1,0,28,4,"['2', '-', '-', '-', '7']",2,0,0,0,7,1.8,1.650.000
Granada CF,Sergio Escudero,DF,10,21,0,1,25,2.5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,860.000
Granada CF,Luis Abram,DF,7,36,0,0,29,4.1,"['5', '1', '2', '3', '2']",5,1,2,3,2,2.6,940.000
Granada CF,Quini,DF,10,64,0,0,17,1.7,"['2', '3', '1', '1', '0']",2,3,1,1,0,1.4,550.000
Granada CF,Arias,DF,4,14,0,0,8,2,"['-', '-', '3', '-', '-']",0,0,3,0,0,0.6,1.050.000
Granada CF,Raúl Torrente,DF,3,7,0,0,2,2,"['-', '-', '-', '2', '2']",0,0,0,2,2,0.8,220.000
Granada CF,Pepe Sánchez,DF,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,230.000
Granada CF,Jorge Molina,DL,12,29,2,1,46,3.8,"['2', '2', '4', '-', '-']",2,2,4,0,0,1.6,1.670.000
Granada CF,Neyder Lozano,DF,--,0,--,--,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,480.000
Granada CF,Rochina,MD,10,57,1,3,52,5.2,"['5', '5', '8', '3', '3']",5,5,8,3,3,4.8,3.430.000
Granada CF,Montoro,MD,14,64,1,0,52,3.7,"['2', '4', '6', '2', '4']",2,4,6,2,4,3.6,2.360.000
Granada CF,Luis Milla,MD,10,64,1,2,43,4.3,"['6', '5', '-', '-', '-']",6,5,0,0,0,2.2,3.740.000
Granada CF,Gonalons,MD,11,71,0,1,39,3.5,"['-', '-', '-', '3', '6']",0,0,0,3,6,1.8,2.050.000
Granada CF,Darwin Machís,MD,9,50,1,0,36,4,"['5', '-', '5', '-', '10']",5,0,5,0,10,4.0,3.250.000
Granada CF,Alberto Soro,MD,8,43,0,0,26,3.3,"['6', '5', '0', '4', '-']",6,5,0,4,0,3.0,800.000
Granada CF,Monchu,MD,12,50,0,0,24,2,"['5', '2', '4', '-8', '-']",5,2,4,-8,0,0.6,1.370.000
Granada CF,Antonio Puertas,MD,10,36,1,0,24,2.4,"['6', '10', '-', '2', '-']",6,10,0,2,0,3.6,1.110.000
Granada CF,Yan Eteki,MD,4,7,0,0,6,1.5,"['-', '-', '-', '-', '0']",0,0,0,0,0,0.0,380.000
Granada CF,Isma Ruiz,MD,2,0,0,0,4,2,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,250.000
Granada CF,Bacca,DL,10,29,0,1,33,3.3,"['9', '4', '1', '3', '14']",9,4,1,3,14,6.2,2.640.000
Real Madrid CF,Courtois,PT,13,108,14,0,54,3.9,"['5', '4', '7', '3', '-']",5,4,7,3,0,3.8,6.370.000
Real Madrid CF,Lunin,PT,0,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,380.000
Real Madrid CF,Alaba,DF,12,100,1,3,73,5.6,"['6', '5', '6', '3', '-']",6,5,6,3,0,4.0,9.140.000
Real Madrid CF,Éder Militão,DF,12,100,0,0,60,4.6,"['7', '8', '6', '-', '-']",7,8,6,0,0,4.2,6.970.000
Real Madrid CF,Nacho Fernández,DF,9,62,2,0,49,5.4,"['-', '-', '-', '15', '-']",0,0,0,15,0,3.0,3.150.000
Real Madrid CF,Carvajal,DF,9,54,1,0,44,4.4,"['6', '2', '7', '6', '-']",6,2,7,6,0,4.2,6.470.000
Real Madrid CF,Ferland Mendy,DF,5,38,1,0,33,5.5,"['6', '3', '4', '15', '-']",6,3,4,15,0,5.6,5.440.000
Real Madrid CF,Miguel Gutiérrez,DF,3,23,0,1,18,6,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,1.270.000
Real Madrid CF,Marcelo,DF,3,8,0,0,7,2.3,"['2', '5', '-', '-', '-']",2,5,0,0,0,1.4,890.000
Real Madrid CF,Sergio Santos,DF,1,0,0,0,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,420.000
Real Madrid CF,Jesús Vallejo,DF,1,0,0,0,2,2,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,360.000
Real Madrid CF,Casemiro,MD,12,92,0,2,72,5.5,"['8', '4', '5', '11', '-']",8,4,5,11,0,5.6,11.280.000
Real Madrid CF,Kroos,MD,6,54,1,2,56,8,"['10', '9', '15', '13', '-']",10,9,15,13,0,9.4,16.190.000
Real Madrid CF,Modric,MD,8,69,0,3,42,4.7,"['-', '11', '-', '6', '-']",0,11,0,6,0,3.4,10.760.000
Real Madrid CF,Camavinga,MD,9,31,1,0,37,4.1,"['4', '3', '5', '2', '-']",4,3,5,2,0,2.8,7.300.000
Real Madrid CF,Lucas Vázquez,MD,10,38,1,0,37,3.7,"['2', '4', '2', '-', '-']",2,4,2,0,0,1.6,4.090.000
Real Madrid CF,Isco,MD,7,15,1,0,30,4.3,"['-', '-', '-', '1', '-']",0,0,0,1,0,0.2,1.830.000
Real Madrid CF,Antonio Blanco,MD,1,0,0,0,4,4,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,450.000
Real Madrid CF,Dani Ceballos,MD,--,0,--,--,0,0,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,800.000
Real Madrid CF,Benzema,DL,12,100,10,7,135,10.4,"['7', '-', '10', '7', '-']",7,0,10,7,0,4.8,26.860.000
Real Madrid CF,Vinícius Júnior,DL,13,92,8,2,106,7.6,"['4', '16', '2', '12', '-']",4,16,2,12,0,6.8,16.880.000
Real Madrid CF,Asensio,DL,11,46,4,0,56,4.7,"['2', '4', '6', '10', '-']",2,4,6,10,0,4.4,6.360.000
Real Madrid CF,Eden Hazard,DL,10,31,0,1,42,4.2,"['3', '2', '2', '-', '-']",3,2,2,0,0,1.4,6.810.000
Real Madrid CF,Rodrygo,DL,12,31,0,1,30,2.5,"['2', '2', '-', '2', '-']",2,2,0,2,0,1.2,3.200.000
Real Madrid CF,Bale,DL,3,23,1,0,15,5,"['-', '-', '-', '-', '-']",0,0,0,0,0,0.0,4.770.000
Real Madrid CF,Jovic,DL,6,0,0,1,14,2.3,"['-', '-', '-', '2', '-']",0,0,0,2,0,0.4,910.000
Real Madrid CF,Mariano Díaz,DL,1,8,0,1,8,8,"['-', '8', '-', '-', '-']",0,8,0,0,0,1.6,640.000
